"","Year","Date","Site","Region","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","kd490_value","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","DESIG","DESIG_ENG","DESIG_TYPE","IUCN_CAT","INT_CRIT","MARINE","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","NO_TAKE","NO_TK_AREA","STATUS","STATUS_YR","GOV_TYPE","OWN_TYPE","MANG_AUTH","MANG_PLAN","VERIF","METADATAID","SUB_LOC","PARENT_ISO","ISO3","Longitude.Degrees","Latitude.Degrees"
"1185",2006,"25-Jul-06","Jahikan","Philippines",8.7,"Bleaching (% of population)",1,"ERG046","2.07","303.36","0.058074705","306476","306476","1","Tañon Strait","Tañon Strait","Protected Seascape","Protected Seascape","National","V","Not Applicable","2","4500","5248.3649402907","4500","5383.28434538632","Not Reported","0","Designated","1998","Federal or national ministry or agency","Not Reported","Protected Area Management Board under Department of Environment and Natural Resources (DENR)","Not Reported","State Verified","1841","PH-07","PHL","PHL",123.827,11.2024
"1186",2007,"11-Jul-07","Jahikan","Philippines",4,"Bleaching (% of population)",4,"ERG046","4.76","305.29","0.039948315","306476","306476","1","Tañon Strait","Tañon Strait","Protected Seascape","Protected Seascape","National","V","Not Applicable","2","4500","5248.3649402907","4500","5383.28434538632","Not Reported","0","Designated","1998","Federal or national ministry or agency","Not Reported","Protected Area Management Board under Department of Environment and Natural Resources (DENR)","Not Reported","State Verified","1841","PH-07","PHL","PHL",123.827,11.2024
"1187",2007,"11-Jul-07","Jahikan","Philippines",5,"Bleaching (% of population)",0,"ERG046","4.76","305.29","0.039948315","306476","306476","1","Tañon Strait","Tañon Strait","Protected Seascape","Protected Seascape","National","V","Not Applicable","2","4500","5248.3649402907","4500","5383.28434538632","Not Reported","0","Designated","1998","Federal or national ministry or agency","Not Reported","Protected Area Management Board under Department of Environment and Natural Resources (DENR)","Not Reported","State Verified","1841","PH-07","PHL","PHL",123.827,11.2024
"1188",2005,"27-Jul-05","Jahikan Site 1- Hilantangaan Island","Philippines",3.5,"Bleaching (% of population)",0,"ERG046","4.03","302.72","0.062399998","306476","306476","1","Tañon Strait","Tañon Strait","Protected Seascape","Protected Seascape","National","V","Not Applicable","2","4500","5248.3649402907","4500","5383.28434538632","Not Reported","0","Designated","1998","Federal or national ministry or agency","Not Reported","Protected Area Management Board under Department of Environment and Natural Resources (DENR)","Not Reported","State Verified","1841","PH-07","PHL","PHL",123.828,11.2029
"1189",2005,"27-Jul-05","Jahikan Site 2- Hilantangaan Island","Philippines",3.2,"Bleaching (% of population)",0,"ERG046","4.03","302.72","0.062399998","306476","306476","1","Tañon Strait","Tañon Strait","Protected Seascape","Protected Seascape","National","V","Not Applicable","2","4500","5248.3649402907","4500","5383.28434538632","Not Reported","0","Designated","1998","Federal or national ministry or agency","Not Reported","Protected Area Management Board under Department of Environment and Natural Resources (DENR)","Not Reported","State Verified","1841","PH-07","PHL","PHL",123.828,11.2029
"1190",2004,"18-Jul-04","Jilatagaan MPA Site 2","Philippines",4,"Bleaching (% of population)",20,"ERG046","0","301.66","0.049046927","305766","305766","1","Hilantagaan","Hilantagaan","Fish Sanctuary","Fish Sanctuary","National","VI","Not Applicable","2","0.089","0.074747969534731","0.089","0.080164925234755","All","0.089","Designated","2000","Local communities","Not Reported","Dakong Baybay Fishermen's and Farmers Association (DBFFA)
","Not Reported","Not Reported","1131","Not Reported","PHL","PHL",123.818,11.1883
"1191",2005,"27-Jul-05","Jilatagaan MPA Site 2","Philippines",6,"Bleaching (% of population)",0,"ERG046","2.91","302.63","0.049610702","305766","305766","1","Hilantagaan","Hilantagaan","Fish Sanctuary","Fish Sanctuary","National","VI","Not Applicable","2","0.089","0.074747969534731","0.089","0.080164925234755","All","0.089","Designated","2000","Local communities","Not Reported","Dakong Baybay Fishermen's and Farmers Association (DBFFA)
","Not Reported","Not Reported","1131","Not Reported","PHL","PHL",123.818,11.1883
"1192",2006,"25-Jul-06","Jilatagaan MPA Site 2","Philippines",3.5,"Bleaching (% of population)",0,"ERG046","3.42","303.21","0.059976025","305766","305766","1","Hilantagaan","Hilantagaan","Fish Sanctuary","Fish Sanctuary","National","VI","Not Applicable","2","0.089","0.074747969534731","0.089","0.080164925234755","All","0.089","Designated","2000","Local communities","Not Reported","Dakong Baybay Fishermen's and Farmers Association (DBFFA)
","Not Reported","Not Reported","1131","Not Reported","PHL","PHL",123.818,11.1883
"1193",2006,"25-Jul-06","Jilatagaan MPA Site 2","Philippines",6,"Bleaching (% of population)",0,"ERG046","3.42","303.21","0.059976025","305766","305766","1","Hilantagaan","Hilantagaan","Fish Sanctuary","Fish Sanctuary","National","VI","Not Applicable","2","0.089","0.074747969534731","0.089","0.080164925234755","All","0.089","Designated","2000","Local communities","Not Reported","Dakong Baybay Fishermen's and Farmers Association (DBFFA)
","Not Reported","Not Reported","1131","Not Reported","PHL","PHL",123.818,11.1883
"1194",2007,"11-Jul-07","Jilatagaan MPA Site 2","Philippines",4,"Bleaching (% of population)",4,"ERG046","9.87","305.29","0.04003596","305766","305766","1","Hilantagaan","Hilantagaan","Fish Sanctuary","Fish Sanctuary","National","VI","Not Applicable","2","0.089","0.074747969534731","0.089","0.080164925234755","All","0.089","Designated","2000","Local communities","Not Reported","Dakong Baybay Fishermen's and Farmers Association (DBFFA)
","Not Reported","Not Reported","1131","Not Reported","PHL","PHL",123.818,11.1883
"1195",2007,"11-Jul-07","Jilatagaan MPA Site 2","Philippines",5,"Bleaching (% of population)",5,"ERG046","9.87","305.29","0.04003596","305766","305766","1","Hilantagaan","Hilantagaan","Fish Sanctuary","Fish Sanctuary","National","VI","Not Applicable","2","0.089","0.074747969534731","0.089","0.080164925234755","All","0.089","Designated","2000","Local communities","Not Reported","Dakong Baybay Fishermen's and Farmers Association (DBFFA)
","Not Reported","Not Reported","1131","Not Reported","PHL","PHL",123.818,11.1883
"1196",2008,"02-Aug-08","Hilantagaan MPA","Philippines",6,"Bleaching (% of population)",20,"ERG046","8.22","303.41","0.063599998","306476","306476","1","Tañon Strait","Tañon Strait","Protected Seascape","Protected Seascape","National","V","Not Applicable","2","4500","5248.3649402907","4500","5383.28434538632","Not Reported","0","Designated","1998","Federal or national ministry or agency","Not Reported","Protected Area Management Board under Department of Environment and Natural Resources (DENR)","Not Reported","State Verified","1841","PH-07","PHL","PHL",123.818,11.1879
"1197",2008,"02-Aug-08","Hilantagaan MPA","Philippines",10,"Bleaching (% of population)",0,"ERG046","8.22","303.41","0.063599998","306476","306476","1","Tañon Strait","Tañon Strait","Protected Seascape","Protected Seascape","National","V","Not Applicable","2","4500","5248.3649402907","4500","5383.28434538632","Not Reported","0","Designated","1998","Federal or national ministry or agency","Not Reported","Protected Area Management Board under Department of Environment and Natural Resources (DENR)","Not Reported","State Verified","1841","PH-07","PHL","PHL",123.818,11.1879
"1203",2008,"06-Aug-08","Langub","Philippines",6,"Bleaching (% of population)",0,"ERG046","8.66","303.29","0.065799998","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.88,11.2879
"1204",2008,"06-Aug-08","Langub Transect 2","Philippines",6,"Bleaching (% of population)",20,"ERG046","8.66","303.29","0.065799998","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.88,11.2879
"1205",2008,"04-May-08","Bitoon","Philippines",5,"Bleaching (% of population)",80,"ERG046","7.57","304.86","0.065399998","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.881,11.303
"1206",2008,"04-May-08","Langub","Philippines",5,"Bleaching (% of population)",40,"ERG046","7.57","304.86","0.052799999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.883,11.3286
"1207",2008,"04-Aug-08","Bitoon","Philippines",4,"Bleaching (% of population)",0,"ERG046","1.01","303.29","0.066799998","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.883,11.3269
"1208",2008,"04-Aug-08","Bitoon","Philippines",6,"Bleaching (% of population)",0,"ERG046","1.01","303.29","0.066799998","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.883,11.3269
"1221",2008,"06-Aug-08","Hagdan","Philippines",6,"Bleaching (% of population)",80,"ERG046","0","303.29","0.065399998","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.901,11.3436
"1222",2008,"06-Aug-08","Hagdan","Philippines",12,"Bleaching (% of population)",0,"ERG046","0","303.29","0.065399998","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.901,11.3436
"1223",2007,"09-Jul-07","San Remegio Beach Club","Philippines",6,"Bleaching (% of population)",0,"ERG046","0.83","302.5833333","0.055114804","306476","306476","1","Tañon Strait","Tañon Strait","Protected Seascape","Protected Seascape","National","V","Not Applicable","2","4500","5248.3649402907","4500","5383.28434538632","Not Reported","0","Designated","1998","Federal or national ministry or agency","Not Reported","Protected Area Management Board under Department of Environment and Natural Resources (DENR)","Not Reported","State Verified","1841","PH-07","PHL","PHL",123.909,11.0022
"1224",2007,"09-Jul-07","San Remegio Beach Club","Philippines",10,"Bleaching (% of population)",0,"ERG046","0.83","302.5833333","0.055114804","306476","306476","1","Tañon Strait","Tañon Strait","Protected Seascape","Protected Seascape","National","V","Not Applicable","2","4500","5248.3649402907","4500","5383.28434538632","Not Reported","0","Designated","1998","Federal or national ministry or agency","Not Reported","Protected Area Management Board under Department of Environment and Natural Resources (DENR)","Not Reported","State Verified","1841","PH-07","PHL","PHL",123.909,11.0022
"1227",2006,"06-Jun-06","Pongtod Domorog 2","Philippines",6,"Bleaching (% of population)",3,"ERG046","1.42","303.55","0.04313614","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.942,11.8083
"1228",2006,"06-Jun-06","Pongtod Domorog 1","Philippines",3,"Bleaching (% of population)",0,"ERG046","1.42","303.55","0.04313614","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.942,11.8084
"1229",2003,"13-Nov-03","Pacific Cebu Resort","Philippines",6,"Bleaching (% of population)",2,"ERG046","1.46","301.448","0.048746015","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.97,10.2565
"1230",2003,"13-Nov-03","Pacific Cebu Resort","Philippines",8.6,"Bleaching (% of population)",5,"ERG046","1.46","301.448","0.048746015","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.97,10.2565
"1231",2004,"04-Aug-04","Cebu Pacific Resort 2","Philippines",4,"Bleaching (% of population)",0,"ERG046","0","301.278","0.077131437","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.972,10.2494
"1232",2004,"04-Aug-04","Cebu Pacific Resort 2","Philippines",7,"Bleaching (% of population)",0,"ERG046","0","301.278","0.077131437","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.972,10.2494
"1233",2005,"16-Jul-05","Cebu Pacific Resort 2","Philippines",3.5,"Bleaching (% of population)",0,"ERG046","6.634","303.894","0.05475747","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.972,10.2494
"1234",2005,"16-Jul-05","Cebu Pacific Resort 2","Philippines",12,"Bleaching (% of population)",0,"ERG046","6.634","303.894","0.05475747","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.972,10.2494
"1235",2008,"05-Sep-08","Plantation Bay","Philippines",4,"Bleaching (% of population)",0,"ERG046","7.868","303.338","0.060288947","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.967,10.2609
"1236",2008,"05-Sep-08","Plantation Bay","Philippines",11,"Bleaching (% of population)",2,"ERG046","7.868","303.338","0.060288947","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.967,10.2609
"1237",2009,"06-Jun-09","Northern reef of Kohama Is.","Japan",3,"Bleaching (% of population)",0,"ERG057","0","300.58","0.045599999","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.974,24.3717
"1238",2009,"06-Jun-09","Northern reef of Kohama Is.","Japan",6,"Bleaching (% of population)",0,"ERG057","0","300.58","0.045599999","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.974,24.3717
"1239",2010,"13-Jun-10","Northern reef of Kohama Is.","Japan",3,"Bleaching (% of population)",0,"ERG057","3.39","300.82","0.072963274","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.974,24.3717
"1240",2010,"13-Jun-10","Northern reef of Kohama Is.","Japan",6,"Bleaching (% of population)",0,"ERG057","3.39","300.82","0.072963274","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.974,24.3717
"1241",2004,"04-Aug-04","Cebu Pacific Resort 1","Philippines",4,"Bleaching (% of population)",0,"ERG046","0","301.278","0.077131437","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.974,10.2513
"1242",2004,"04-Aug-04","Cebu Pacific Resort 1","Philippines",11,"Bleaching (% of population)",0,"ERG046","0","301.278","0.077131437","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.974,10.2513
"1243",2007,"01-Aug-07","Cebu Pacific Resort 1","Philippines",4,"Bleaching (% of population)",0,"ERG046","9.27","302.246","0.083482586","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.974,10.2513
"1244",2007,"01-Aug-07","Cebu Pacific Resort 1","Philippines",7,"Bleaching (% of population)",0,"ERG046","9.27","302.246","0.083482586","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.974,10.2513
"1245",2003,"07-Jun-03","North reef of Kohama Island","Japan",3,"Bleaching (% of population)",0,"ERG057","1.59","299.64","0.032599999","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.976,24.3675
"1246",2003,"07-Jun-03","North reef of Kohama Island","Japan",6,"Bleaching (% of population)",0,"ERG057","1.59","299.64","0.032599999","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.976,24.3675
"1247",2005,"11-Jun-05","North reef of Kohama Island","Japan",6,"Bleaching (% of population)",0,"ERG057","1.41","301.83","0.059500615","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.976,24.3675
"1248",2005,"11-Jun-05","North reef of Kohama Island","Japan",9,"Bleaching (% of population)",0,"ERG057","1.41","301.83","0.059500615","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.976,24.3675
"1249",2006,"10-Jun-06","North reef of Kohama Island","Japan",3,"Bleaching (% of population)",0,"ERG057","4.8","299.87","0.034199999","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.976,24.3675
"1250",2006,"10-Jun-06","North reef of Kohama Island","Japan",6,"Bleaching (% of population)",0,"ERG057","4.8","299.87","0.034199999","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.976,24.3675
"1251",2007,"09-Jun-07","North reef of Kohama Island","Japan",3,"Bleaching (% of population)",0,"ERG057","2.11","300.79","0.070906201","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.976,24.3675
"1252",2007,"09-Jun-07","North reef of Kohama Island","Japan",6,"Bleaching (% of population)",0,"ERG057","2.11","300.79","0.070906201","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.976,24.3675
"1253",2008,"08-Jun-08","North reef of Kohama Island","Japan",5,"Bleaching (% of population)",0,"ERG057","0","300.92","0.042399999","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.976,24.3675
"1254",2008,"08-Jun-08","North reef of Kohama Island","Japan",8,"Bleaching (% of population)",0,"ERG057","0","300.92","0.042399999","747","747","1","Iriomote ishigaki","西表石垣","国立公園","National Park","National","II","Not Applicable","1","704.003","667.314339291315","923.583","926.366789166377","Not Reported","0","Designated","1972","Federal or national ministry or agency","Not Reported","Ministry of the Environment","Not Reported","State Verified","1782","JP-47","JPN","JPN",123.976,24.3675
"1255",2006,"06-Jun-06","Simbahan Site 2","Philippines",3,"Bleaching (% of population)",0,"ERG046","1","303.2","0.04313614","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.977,11.8136
"1256",2006,"06-Jun-06","Simbahan Site 1","Philippines",3,"Bleaching (% of population)",0,"ERG046","1","303.2","0.04313614","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.977,11.8132
"1257",2007,"01-Aug-07","Marigondon","Philippines",5,"Bleaching (% of population)",0,"ERG046","9.27","302.246","0.083482586","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.983,10.2587
"1258",2007,"01-Aug-07","Marigondon","Philippines",7,"Bleaching (% of population)",0,"ERG046","9.27","302.246","0.083482586","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.983,10.2587
"1259",2003,"01-Feb-03","Parker Resort","Philippines",3.5,"Bleaching (% of population)",0,"ERG046","1.544","298.748","0.047147194","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.981,10.257
"1260",2003,"01-Feb-03","Parker Resort","Philippines",10,"Bleaching (% of population)",30,"ERG046","1.544","298.748","0.047147194","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.981,10.257
"1261",2003,"08-Feb-03","Kalingaw Beach Resort (Barangay Marigondon)","Philippines",3,"Bleaching (% of population)",0,"ERG046","1.242","299.368","0.047147194","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",123.985,10.2625
